Company_Name,Rating_Date,Rating_Agency,Rating,Sector,Industry_Group,Security_Name,TotalAsset ,TotalEquity ,TotalDebt,Revenue,EBITDA,NetIncome,cashFromOperations,FreeCashFlow,quickRatio,currentRatio,cashRatio,debtEquityRatio,debtEbitdaRatio,ebitdaInterestExpense,grossProfitMargin,ebitdaMargin ,netProfitMargin,ROA,ROE,assetTurnover,payablesTurnover,receivablesTurnover,inventoryTurnover
Eagle High Plantations Tbk PT,08/03/2012,PEFIN,A,Consumer Staples,Agriculture,BWPT IJ Equity," 3,589 "," 1,426 "," 1,800 ", 888 , 538 , 320 , 294 , 175 ,0.4718,0.8533,0.4651,126.2491,3.3462,7.8538,69.1215,60.5621,36.0676,25.0825,10.2627,0.2845,1.8831,41.3331,2.3134
Elnusa Tbk PT,04/12/2023,PEFIN,AA,Energy,Oil&Gas Services,ELSA IJ Equity," 8,836 "," 4,117 "," 1,405 "," 12,306 "," 1,117 ", 378 ," 1,396 "," 1,025 ",1.2851,1.4846,0.4653,34.1243,1.2581,10.7614,7.4139,9.0747,3.0723,9.5808,4.705,1.5314,17.0376,4.7263,30.2826
Elnusa Tbk PT,04/15/2020,PEFIN,AA,Energy,Oil&Gas Services,ELSA IJ Equity," 6,805 "," 3,577 "," 1,138 "," 8,385 ", 966 , 356 , 577 ,-72 ,1.1764,1.4768,0.3419,31.8098,1.1777,20.5336,10.3884,11.5212,4.2513,10.3724,5.7208,1.3457,12.4936,4.5798,39.5098
Elnusa Tbk PT,10/04/2010,PEFIN,A,Energy,Oil&Gas Services,ELSA IJ Equity," 4,208 "," 1,924 ", 984 ," 3,662 ", 478 , 466 , 321 , 80 ,1.2334,1.5346,0.7222,51.1265,2.0563,6.5217,14.8274,13.0638,12.7305,26.4641,12.3908,0.9733,7.5034,4.4626,39.3829
Elnusa Tbk PT,10/05/2007,PEFIN,A,Energy,Oil&Gas Services,ELSA IJ Equity," 1,809 ", 894 , 297 ," 1,878 ", 202 , 83 , 99 , 7 ,0.853,1.1345,0.2133,33.2026,1.4666,7.2473,18.5645,10.7749,4.4214,9.8353,4.947,1.1189,8.1602,4.1481,27.0026
Elnusa Tbk PT,02/10/2016,PEFIN,A,Energy,Oil&Gas Services,ELSA IJ Equity," 4,408 "," 2,635 ", 740 ," 3,775 ", 732 , 375 , 424 ,-67 ,1.1908,1.4354,0.6454,28.0712,1.0099,29.7714,19.0397,19.4014,9.9426,14.6652,8.6645,0.8715,11.346,4.3888,25.1855
Erajaya Swasembada Tbk PT,09/01/2021,PEFIN,A,Consumer Discretionary,Retail,ERAA IJ Equity," 11,211 "," 5,688 "," 2,286 "," 34,113 "," 1,755 ", 612 ," 2,853 "," 2,537 ",0.586,1.4674,0.3893,40.1865,1.3024,7.7748,9.9961,5.1449,1.794,11.9642,5.84,3.2552,17.1849,33.2195,8.8319
Estika Tata Tiara Tbk PT,07/10/2019,PEFIN,BBB,Consumer Staples,Food,BEEF IJ Equity, 565 , 230 , 273 , 896 , 101 , 30 , 54 , 35 ,0.546,1.1416,0.0169,118.709,2.7039,2.4979,15.1993,11.2552,3.3176,14.0137,5.5772,1.6811,18.77,12.9435,10.5501
Ever Shine Textile Tbk PT,02/28/2001,PEFIN,A,Consumer Discretionary,Textiles,ESTI IJ Equity, 803 , 362 , 339 , 536 , 175 , 4 , 127 , 82 ,1.4113,2.6061,1.0393,93.7562,1.9354,5.0085,26.2333,32.7116,0.7658,1.2818,0.5376,0.702,15.0175,9.2407,2.6052
Express Transindo Utama Tbk PT,10/18/2016,Fitch Nat,WD,Industrials,Transportation,TAXI IJ Equity," 2,884 ", 921 ," 1,603 ", 970 , 514 , 32 , 269 , 32 ,1.1602,1.4522,0.3206,174.031,3.116,2.5046,35.1573,53.0226,3.3241,3.5716,1.094,0.3291,7.581,3.2539,44.6495
Express Transindo Utama Tbk PT,03/27/2018,PEFIN,D,Industrials,Transportation,TAXI IJ Equity," 2,010 ", 247 ," 1,440 ", 305 ,-122 ,-491 ,-100 ,-114 ,0.5642,0.8463,0.0152,583.9932,#N/A N/A,-0.6535,-60.181,-40.1478,-161.2602,-100.024,-21.5174,0.1334,12.0015,0.8045,56.6561
Express Transindo Utama Tbk PT,03/14/2017,PEFIN,BBB,Industrials,Transportation,TAXI IJ Equity," 2,557 ", 737 ," 1,517 ", 618 , 246 ,-185 ,-31 ,-51 ,2.7467,4.0769,0.093,205.8982,6.161,1.2904,11.9898,39.826,-29.8454,-22.2835,-6.782,0.2272,9.7921,1.5056,45.4426
Express Transindo Utama Tbk PT,09/01/2016,PEFIN,BBB,Industrials,Transportation,TAXI IJ Equity," 2,884 ", 921 ," 1,603 ", 970 , 514 , 32 , 269 , 32 ,1.1602,1.4522,0.3206,174.031,3.116,2.5046,35.1573,53.0226,3.3241,3.5716,1.094,0.3291,7.581,3.2539,44.6495
Express Transindo Utama Tbk PT,03/14/2018,PEFIN,BB,Industrials,Transportation,TAXI IJ Equity," 2,010 ", 247 ," 1,440 ", 305 ,-122 ,-491 ,-100 ,-114 ,0.5642,0.8463,0.0152,583.9932,#N/A N/A,-0.6535,-60.181,-40.1478,-161.2602,-100.024,-21.5174,0.1334,12.0015,0.8045,56.6561
Express Transindo Utama Tbk PT,09/04/2017,PEFIN,BB,Industrials,Transportation,TAXI IJ Equity," 2,557 ", 737 ," 1,517 ", 618 , 246 ,-185 ,-31 ,-51 ,2.7467,4.0769,0.093,205.8982,6.161,1.2904,11.9898,39.826,-29.8454,-22.2835,-6.782,0.2272,9.7921,1.5056,45.4426
Express Transindo Utama Tbk PT,04/01/2015,Fitch Nat,A,Industrials,Transportation,TAXI IJ Equity," 3,012 ", 887 ," 1,747 ", 890 , 522 , 119 , 31 ,-890 ,0.8859,1.3107,0.4205,196.9913,3.3452,3.3925,44.7578,58.681,13.3424,14.1137,4.6114,0.3456,3.2061,5.8926,35.6358
Express Transindo Utama Tbk PT,02/04/2016,Fitch Nat,A,Industrials,Transportation,TAXI IJ Equity," 2,884 ", 921 ," 1,603 ", 970 , 514 , 32 , 269 , 32 ,1.1602,1.4522,0.3206,174.031,3.116,2.5046,35.1573,53.0226,3.3241,3.5716,1.094,0.3291,7.581,3.2539,44.6495
Express Transindo Utama Tbk PT,05/08/2014,PEFIN,A,Industrials,Transportation,TAXI IJ Equity," 2,137 ", 797 , 908 , 687 , 409 , 132 , 191 ,-50 ,0.6586,1.0378,0.5487,113.8929,2.2213,4.8304,44.4151,59.5017,19.2779,17.8613,6.7566,0.3505,3.4693,15.4901,30.8215
Express Transindo Utama Tbk PT,03/10/2016,PEFIN,A,Industrials,Transportation,TAXI IJ Equity," 2,884 ", 921 ," 1,603 ", 970 , 514 , 32 , 269 , 32 ,1.1602,1.4522,0.3206,174.031,3.116,2.5046,35.1573,53.0226,3.3241,3.5716,1.094,0.3291,7.581,3.2539,44.6495
Fajar Surya Wisesa Tbk PT,08/15/2014,Fitch Nat,WD,Materials,Forest Products&Paper,FASW IJ Equity," 5,692 "," 1,558 "," 3,065 "," 4,961 ", 717 ,-249 , 210 , 48 ,0.746,1.4195,0.0613,196.752,4.2752,5.3953,14.4672,14.453,-5.0205,-14.8032,-4.4197,0.8803,7.0875,5.5873,6.6016
Fajar Surya Wisesa Tbk PT,02/26/2009,Fitch Nat,BBB,Materials,Forest Products&Paper,FASW IJ Equity," 3,719 "," 1,308 "," 1,834 "," 3,027 ", 533 , 37 ," 1,108 "," 1,071 ",0.9842,2.0843,0.3213,140.2205,3.4435,2.7191,16.7269,17.5939,1.2076,2.8076,0.9763,0.8085,26.877,7.466,5.7284
Fajar Surya Wisesa Tbk PT,11/25/2009,Fitch Nat,BBB,Materials,Forest Products&Paper,FASW IJ Equity," 3,719 "," 1,308 "," 1,834 "," 3,027 ", 533 , 37 ," 1,108 "," 1,071 ",0.9842,2.0843,0.3213,140.2205,3.4435,2.7191,16.7269,17.5939,1.2076,2.8076,0.9763,0.8085,26.877,7.466,5.7284
Fajar Surya Wisesa Tbk PT,10/16/2006,Fitch Nat,BBB,Materials,Forest Products&Paper,FASW IJ Equity," 2,882 "," 1,072 "," 1,338 "," 1,506 ", 245 , 6 , 100 ,-90 ,0.9074,1.8279,0.1492,124.7765,5.4555,3.6386,16.8706,16.281,0.3869,0.5449,0.2115,0.5468,20.2864,7.5782,5.5833
Fajar Surya Wisesa Tbk PT,01/25/2011,Fitch Nat,A,Materials,Forest Products&Paper,FASW IJ Equity," 4,495 "," 1,811 "," 1,101 "," 3,386 ", 658 , 283 ," 1,165 ", 357 ,0.484,0.8402,0.1179,60.782,1.6716,4.6551,19.0933,19.4439,8.3581,16.6708,6.931,0.8293,24.5383,6.7672,6.1658
Fajar Surya Wisesa Tbk PT,05/26/2008,Fitch Nat,A,Materials,Forest Products&Paper,FASW IJ Equity," 3,770 "," 1,296 "," 1,845 "," 2,656 ", 554 , 122 , 97 , 5 ,1.1676,1.9167,0.3136,142.3236,3.3268,3.0958,20.11,20.8778,4.5926,9.8753,3.3921,0.7386,20.814,7.3865,5.6444
Fajar Surya Wisesa Tbk PT,06/13/2010,Fitch Nat,A,Materials,Forest Products&Paper,FASW IJ Equity," 3,671 "," 1,585 "," 1,450 "," 2,733 ", 570 , 277 , 868 , 743 ,1.3893,2.3077,0.3654,91.5276,2.5462,3.3015,19.6398,20.8395,10.1243,19.1346,7.4895,0.7398,23.4661,6.6583,5.035
Fast Food Indonesia Tbk PT,09/14/2011,PEFIN,AA,Consumer Discretionary,Retail,FAST IJ Equity," 1,236 ", 802 , 5 ," 2,914 ", 234 , 200 , 294 , 232 ,1.1877,1.7082,1.1452,0.5717,0.0196,929.6149,56.303,8.0291,6.8505,27.707,17.5281,2.5587,9.9054,272.4665,11.9616
FKS Food Sejahtera Tbk PT,07/05/2018,PEFIN,SD,Consumer Staples,Food,AISA IJ Equity," 1,982 ","-3,348 "," 1,874 "," 1,951 ","-4,899 ","-5,233 ", 848 , 762 ,0.1496,0.2121,0.0327,#N/A N/A,#N/A N/A,-60.6487,28.6133,-251.1623,-268.284,#N/A N/A,-93.1452,0.3472,#N/A N/A,1.3548,1.2883
FKS Food Sejahtera Tbk PT,05/02/2019,PEFIN,NR,Consumer Staples,Food,AISA IJ Equity," 1,816 ","-3,451 "," 1,887 "," 1,583 ", 56 ,-123 , 259 , 253 ,0.0897,0.1524,0.0091,#N/A N/A,33.6431,1.5568,29.0377,3.5418,-7.7959,#N/A N/A,-6.4991,0.8337,3.0321,3.5058,14.0917
FKS Food Sejahtera Tbk PT,03/27/2018,PEFIN,CCC,Consumer Staples,Food,AISA IJ Equity," 1,982 ","-3,348 "," 1,874 "," 1,951 ","-4,899 ","-5,233 ", 848 , 762 ,0.1496,0.2121,0.0327,#N/A N/A,#N/A N/A,-60.6487,28.6133,-251.1623,-268.284,#N/A N/A,-93.1452,0.3472,#N/A N/A,1.3548,1.2883
FKS Food Sejahtera Tbk PT,02/07/2018,PEFIN,CCC,Consumer Staples,Food,AISA IJ Equity," 1,982 ","-3,348 "," 1,874 "," 1,951 ","-4,899 ","-5,233 ", 848 , 762 ,0.1496,0.2121,0.0327,#N/A N/A,#N/A N/A,-60.6487,28.6133,-251.1623,-268.284,#N/A N/A,-93.1452,0.3472,#N/A N/A,1.3548,1.2883
FKS Food Sejahtera Tbk PT,05/16/2018,PEFIN,CCC,Consumer Staples,Food,AISA IJ Equity," 1,982 ","-3,348 "," 1,874 "," 1,951 ","-4,899 ","-5,233 ", 848 , 762 ,0.1496,0.2121,0.0327,#N/A N/A,#N/A N/A,-60.6487,28.6133,-251.1623,-268.284,#N/A N/A,-93.1452,0.3472,#N/A N/A,1.3548,1.2883
FKS Food Sejahtera Tbk PT,11/30/2017,PEFIN,BBB,Consumer Staples,Food,AISA IJ Equity," 9,255 "," 4,264 "," 2,838 "," 6,546 "," 1,371 ", 593 , 289 ,-252 ,1.074,2.3756,0.1182,66.5616,2.0707,4.9452,25.7162,20.9419,9.0667,16.2329,6.4806,0.7148,19.5414,2.9941,2.6725
FKS Food Sejahtera Tbk PT,06/09/2021,PEFIN,BB,Consumer Staples,Food,AISA IJ Equity," 2,012 ", 850 , 193 ," 1,283 "," 2,195 "," 1,205 ",-201 ,-209 ,0.5523,0.7484,0.2571,22.742,0.0881,22.9064,24.7917,171.0019,93.9128,#N/A N/A,62.116,0.6614,3.2084,5.4807,11.0786
FKS Food Sejahtera Tbk PT,01/12/2018,PEFIN,BB,Consumer Staples,Food,AISA IJ Equity," 1,982 ","-3,348 "," 1,874 "," 1,951 ","-4,899 ","-5,233 ", 848 , 762 ,0.1496,0.2121,0.0327,#N/A N/A,#N/A N/A,-60.6487,28.6133,-251.1623,-268.284,#N/A N/A,-93.1452,0.3472,#N/A N/A,1.3548,1.2883
FKS Food Sejahtera Tbk PT,06/01/2016,PEFIN,A,Consumer Staples,Food,AISA IJ Equity," 9,061 "," 3,967 "," 3,812 "," 6,011 ", 878 , 323 , 205 ,-431 ,0.9333,1.6229,0.214,96.0891,4.343,4.1975,21.1902,14.6016,5.3809,10.087,3.936,0.7315,18.2511,3.6181,3.3723
FKS Food Sejahtera Tbk PT,01/07/2013,PEFIN,A,Consumer Staples,Food,AISA IJ Equity," 3,868 "," 2,033 "," 1,549 "," 2,748 ", 500 , 211 , 109 ,-72 ,0.6796,1.2695,0.2195,76.1542,3.0995,3.6923,22.028,18.1837,7.6865,12.0696,5.6637,0.7368,49.2362,5.3156,4.5848
FKS Food Sejahtera Tbk PT,11/07/2017,PEFIN,A,Consumer Staples,Food,AISA IJ Equity," 9,255 "," 4,264 "," 2,838 "," 6,546 "," 1,371 ", 593 , 289 ,-252 ,1.074,2.3756,0.1182,66.5616,2.0707,4.9452,25.7162,20.9419,9.0667,16.2329,6.4806,0.7148,19.5414,2.9941,2.6725
FKS Multi Agro Tbk PT,09/07/2021,PEFIN,A,Consumer Staples,Agriculture,FISH IJ Equity," 6,140 "," 1,851 "," 1,189 "," 14,428 ", 551 , 285 , 541 , 411 ,0.5469,1.2099,0.2394,64.2288,2.2602,7.9589,5.877,3.8164,1.9774,16.6657,4.5137,2.2827,5.3419,13.154,6.3058
Gajah Tunggal Tbk PT,12/31/2006,PEFIN,WR,Consumer Discretionary,Auto Parts&Equipment,GJTL IJ Equity," 7,479 "," 2,030 "," 4,156 "," 4,834 ", 664 , 347 , 252 ,-44 ,1.0218,2.3107,0.4403,204.7256,6.2606,3.791,15.2701,13.7319,7.1749,18.6748,5.0191,0.6995,10.3018,8.2741,4.8431
Gajah Tunggal Tbk PT,07/14/2005,PEFIN,BBB,Consumer Discretionary,Auto Parts&Equipment,GJTL IJ Equity," 6,341 "," 1,684 "," 3,674 "," 6,808 "," 1,166 ", 478 , 597 , 422 ,0.6458,1.425,0.2342,218.106,3.1499,25.9647,16.5167,17.1336,7.0238,31.7621,5.1652,0.7354,14.9752,9.3573,6.5421
Gajah Tunggal Tbk PT,11/14/2013,PEFIN,AA,Consumer Discretionary,Auto Parts&Equipment,GJTL IJ Equity," 12,870 "," 5,478 "," 3,971 "," 12,579 "," 2,117 "," 1,132 "," 1,714 ",-18 ,0.9672,1.7199,0.318,72.4813,1.8758,5.6943,19.3746,16.8289,9.0014,22.7253,9.2506,1.0277,8.4734,7.068,6.461
Gajah Tunggal Tbk PT,06/22/2017,PEFIN,A,Consumer Discretionary,Auto Parts&Equipment,GJTL IJ Equity," 18,698 "," 5,848 "," 7,444 "," 13,634 "," 2,280 ", 627 ," 1,302 ", 353 ,0.9813,1.7305,0.2593,127.2804,3.2643,3.139,23.437,16.7258,4.5957,11.1465,3.461,0.7531,6.7479,4.9151,4.7517
Garuda Indonesia Persero Tbk PT,01/27/2017,Fitch Nat,WD,Industrials,Airlines,GIAA IJ Equity," 50,607 "," 13,674 "," 22,938 "," 51,392 "," 3,521 ", 107 ," 1,532 ", 517 ,0.4925,0.7452,0.3701,167.7465,6.3997,2.9817,17.1577,6.8508,0.2088,0.8378,0.229,1.0965,17.4061,24.7035,31.9162
Garuda Indonesia Persero Tbk PT,01/27/2017,Fitch Nat,WD,Industrials,Airlines,GIAA IJ Equity," 50,607 "," 13,674 "," 22,938 "," 51,392 "," 3,521 ", 107 ," 1,532 ", 517 ,0.4925,0.7452,0.3701,167.7465,6.3997,2.9817,17.1577,6.8508,0.2088,0.8378,0.229,1.0965,17.4061,24.7035,31.9162
Garuda Indonesia Persero Tbk PT,02/06/2015,Fitch Nat,BBB,Industrials,Airlines,GIAA IJ Equity," 38,696 "," 10,932 "," 14,538 "," 46,667 ","-2,678 ","-4,390 ",-489 ,"-3,459 ",0.4551,0.6647,0.3562,132.991,#N/A N/A,-3.2993,7.8593,-5.7386,-9.4075,-37.5279,-12.1211,1.2885,17.1262,29.5553,41.0625
Garuda Indonesia Persero Tbk PT,02/06/2015,Fitch Nat,BBB,Industrials,Airlines,GIAA IJ Equity," 38,696 "," 10,932 "," 14,538 "," 46,667 ","-2,678 ","-4,390 ",-489 ,"-3,459 ",0.4551,0.6647,0.3562,132.991,#N/A N/A,-3.2993,7.8593,-5.7386,-9.4075,-37.5279,-12.1211,1.2885,17.1262,29.5553,41.0625
Garuda Indonesia Persero Tbk PT,02/01/2017,PEFIN,BBB,Industrials,Airlines,GIAA IJ Equity," 50,607 "," 13,674 "," 22,938 "," 51,392 "," 3,521 ", 107 ," 1,532 ", 517 ,0.4925,0.7452,0.3701,167.7465,6.3997,2.9817,17.1577,6.8508,0.2088,0.8378,0.229,1.0965,17.4061,24.7035,31.9162
Garuda Indonesia Persero Tbk PT,04/11/2013,Fitch Nat,A,Industrials,Airlines,GIAA IJ Equity," 24,261 "," 10,743 "," 5,906 "," 32,574 "," 2,827 "," 1,037 "," 3,504 ",-562 ,0.6036,0.844,0.432,54.9752,2.0336,11.9493,22.1805,8.6803,3.185,10.8701,4.8076,1.5094,18.7536,22.7784,33.216
Garuda Indonesia Persero Tbk PT,06/11/2013,Fitch Nat,A,Industrials,Airlines,GIAA IJ Equity," 24,261 "," 10,743 "," 5,906 "," 32,574 "," 2,827 "," 1,037 "," 3,504 ",-562 ,0.6036,0.844,0.432,54.9752,2.0336,11.9493,22.1805,8.6803,3.185,10.8701,4.8076,1.5094,18.7536,22.7784,33.216
Garuda Indonesia Persero Tbk PT,04/08/2014,Fitch Nat,A,Industrials,Airlines,GIAA IJ Equity," 36,421 "," 13,701 "," 12,254 "," 39,183 "," 1,817 ", 112 ," 1,687 ","-4,317 ",0.6266,0.8373,0.4809,89.4437,5.7763,3.9194,17.2112,4.6369,0.2869,0.971,0.3915,1.3644,16.4044,27.3387,35.6173
Garuda Indonesia Persero Tbk PT,04/08/2014,Fitch Nat,A,Industrials,Airlines,GIAA IJ Equity," 36,421 "," 13,701 "," 12,254 "," 39,183 "," 1,817 ", 112 ," 1,687 ","-4,317 ",0.6266,0.8373,0.4809,89.4437,5.7763,3.9194,17.2112,4.6369,0.2869,0.971,0.3915,1.3644,16.4044,27.3387,35.6173
Geo Dipa Energi PT,12/05/2022,Fitch Nat,AAA,Energy,Electric,4613797Z IJ Equity," 5,226 "," 4,009 ", 640 , 883 , 442 , 180 , 397 ,-363 ,0.4416,1.3244,0.1967,15.9594,1.4462,20.1333,41.8662,50.0747,20.3314,4.585,3.5811,0.1761,9.5859,5.9153,14.5996
Geo Dipa Energi PT,12/08/2021,Fitch Nat,AA,Energy,Electric,4613797Z IJ Equity," 4,806 "," 3,826 ", 589 , 880 , 492 , 197 , 408 , 97 ,0.9621,1.7114,0.6099,15.3935,1.197,14.8113,47.3156,55.8919,22.3291,5.8012,4.5945,0.2058,6.5727,5.9429,13.8513
Geo Dipa Energi PT,12/30/2019,Fitch Nat,A *,Energy,Electric,4613797Z IJ Equity," 3,676 "," 2,812 ", 684 , 784 , 469 , 170 , 460 , 432 ,2.1617,2.6296,1.6315,24.3292,1.4582,8.9696,46.3881,59.8847,21.7394,6.246,4.7199,0.2171,12.0882,5.8097,9.3193
Geo Dipa Energi PT,09/28/2018,Fitch Nat,A,Energy,Electric,4613797Z IJ Equity," 3,542 "," 2,642 ", 813 , 742 , 484 , 137 , 302 , 278 ,1.4753,1.9016,0.8788,30.7644,1.6791,7.3103,47.1017,65.2189,18.4904,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Global Mediacom Tbk PT,06/30/2021,PEFIN,A,Communication Services,Media,BMTR IJ Equity," 32,262 "," 20,784 "," 8,823 "," 12,064 "," 4,789 ", 913 ," 3,323 "," 1,312 ",0.8452,1.8687,0.2046,42.448,1.8422,5.8475,48.7294,39.6966,7.5657,7.8334,2.9247,0.3866,6.4172,3.6635,1.8221
Global Mediacom Tbk PT,06/23/2020,PEFIN,A,Communication Services,Media,BMTR IJ Equity," 30,155 "," 17,371 "," 9,618 "," 12,937 "," 5,338 "," 1,404 "," 4,029 "," 2,133 ",0.65,1.3707,0.1519,55.3691,1.8017,6.2494,48.8359,41.2661,10.851,13.6511,4.7485,0.4376,5.7594,4.1017,2.0488
Global Mediacom Tbk PT,06/07/2022,PEFIN,A,Communication Services,Media,BMTR IJ Equity," 34,108 "," 23,878 "," 7,741 "," 13,977 "," 5,509 "," 1,389 "," 4,072 "," 2,550 ",0.6581,1.4061,0.2117,32.4198,1.4052,7.9264,47.1021,39.4171,9.9389,10.8187,4.186,0.4212,9.057,4.148,2.0122
Global Mediacom Tbk PT,07/05/2012,PEFIN,A,Communication Services,Media,BMTR IJ Equity," 15,112 "," 10,816 "," 2,379 "," 7,163 "," 2,585 ", 779 , 958 , 744 ,2.1076,3.3177,0.8292,21.9962,0.9203,7.5026,45.2782,36.0881,10.8805,10.1207,5.2897,0.4862,5.2561,3.062,3.6501
Golden Energy Mines Tbk PT,01/18/2018,Fitch Nat,A,Energy,Coal,GEMS IJ Equity," 8,023 "," 3,971 ", 883 ," 10,161 "," 2,379 "," 1,575 "," 2,110 "," 1,926 ",1.1103,1.6823,0.71,22.2377,0.3654,19.0921,41.4089,23.4164,15.5007,42.4241,24.3189,1.5689,6.3553,10.6212,36.3111
Golden Energy Mines Tbk PT,04/09/2023,Fitch Nat,A,Energy,Coal,GEMS IJ Equity," 17,509 "," 8,657 "," 2,062 "," 43,366 "," 13,868 "," 10,105 "," 10,393 "," 10,246 ",1.1052,1.5305,0.6964,23.8239,0.1424,8164.4145,45.0168,31.9797,23.3007,157.0145,69.4926,2.9824,7.7866,17.489,44.127
Greenwood Sejahtera Tbk PT,03/06/2020,Fitch Nat,WD,Real Estate,Real Estate,GWSA IJ Equity," 7,688 "," 7,021 ", 424 , 75 ,-41 , 128 ,-22 ,-22 ,0.8717,3.0683,0.8693,6.0447,#N/A N/A,-1.9152,65.0668,-54.6224,171.813,1.8637,1.6928,0.0099,10.2092,12.4,0.0317
Greenwood Sejahtera Tbk PT,03/06/2020,Fitch Nat,WD,Real Estate,Real Estate,GWSA IJ Equity," 7,688 "," 7,021 ", 424 , 75 ,-41 , 128 ,-22 ,-22 ,0.8717,3.0683,0.8693,6.0447,#N/A N/A,-1.9152,65.0668,-54.6224,171.813,1.8637,1.6928,0.0099,10.2092,12.4,0.0317
Greenwood Sejahtera Tbk PT,10/20/2017,Fitch Nat,BBB,Real Estate,Real Estate,GWSA IJ Equity," 6,963 "," 6,485 ", 245 , 141 , 37 , 208 , 907 , 906 ,1.7882,8.801,1.5186,3.7706,6.6183,1.5216,72.185,26.1208,147.0055,3.29,3.0203,0.0205,3.4233,5.87,0.0671
Greenwood Sejahtera Tbk PT,10/20/2017,Fitch Nat,BBB,Real Estate,Real Estate,GWSA IJ Equity," 6,963 "," 6,485 ", 245 , 141 , 37 , 208 , 907 , 906 ,1.7882,8.801,1.5186,3.7706,6.6183,1.5216,72.185,26.1208,147.0055,3.29,3.0203,0.0205,3.4233,5.87,0.0671
Greenwood Sejahtera Tbk PT,10/31/2014,Fitch Nat,BBB,Real Estate,Real Estate,GWSA IJ Equity," 2,046 "," 1,795 ", 80 , 92 ,-18 , 141 , 115 , 75 ,4.4917,5.7154,4.4082,4.4714,#N/A N/A,-19.2026,65.6746,-19.1772,153.454,8.3516,6.8461,0.0446,#N/A N/A,2.6561,0.0933
Greenwood Sejahtera Tbk PT,10/31/2014,Fitch Nat,BBB,Real Estate,Real Estate,GWSA IJ Equity," 2,046 "," 1,795 ", 80 , 92 ,-18 , 141 , 115 , 75 ,4.4917,5.7154,4.4082,4.4714,#N/A N/A,-19.2026,65.6746,-19.1772,153.454,8.3516,6.8461,0.0446,#N/A N/A,2.6561,0.0933
Greenwood Sejahtera Tbk PT,10/18/2018,Fitch Nat,BB,Real Estate,Real Estate,GWSA IJ Equity," 7,201 "," 6,677 ", 312 , 85 ,-35 , 190 ,-56 ,-56 ,1.7288,8.2676,1.6101,4.6744,#N/A N/A,-1.5314,68.2241,-41.6982,224.0419,2.9207,2.6885,0.012,6.3727,4.5033,0.0417
Greenwood Sejahtera Tbk PT,10/18/2018,Fitch Nat,BB,Real Estate,Real Estate,GWSA IJ Equity," 7,201 "," 6,677 ", 312 , 85 ,-35 , 190 ,-56 ,-56 ,1.7288,8.2676,1.6101,4.6744,#N/A N/A,-1.5314,68.2241,-41.6982,224.0419,2.9207,2.6885,0.012,6.3727,4.5033,0.0417
Greenwood Sejahtera Tbk PT,10/11/2019,Fitch Nat,BB,Real Estate,Real Estate,GWSA IJ Equity," 7,491 "," 6,894 ", 404 , 134 ,-46 , 212 , 127 , 124 ,2.616,7.8037,2.5428,5.8538,#N/A N/A,-2.1595,34.7422,-34.5862,157.9081,3.1575,2.8893,0.0183,8.1582,11.2319,0.1228
Greenwood Sejahtera Tbk PT,10/11/2019,Fitch Nat,BB,Real Estate,Real Estate,GWSA IJ Equity," 7,491 "," 6,894 ", 404 , 134 ,-46 , 212 , 127 , 124 ,2.616,7.8037,2.5428,5.8538,#N/A N/A,-2.1595,34.7422,-34.5862,157.9081,3.1575,2.8893,0.0183,8.1582,11.2319,0.1228
Gunawan Dianjaya Steel Tbk PT,09/26/2013,PEFIN,BBB,Materials,Iron/Steel,GDST IJ Equity," 1,164 ", 793 , -   ," 1,648 ", 72 , 47 , 370 , 330 ,1.4706,2.3139,0.9781,0,0,10.306,8.2429,4.3876,2.8272,6.0575,4.3514,1.5391,5.0429,11.3495,4.1567
Gunung Raja Paksi Tbk PT,07/26/2023,PEFIN,A,Materials,Iron/Steel,GGRP IJ Equity," 18,396 "," 12,502 "," 3,023 "," 14,042 "," 1,495 ", 867 , 900 , 438 ,0.3793,1.4575,0.3293,24.1778,1.9361,9.1544,9.3486,10.6484,6.1767,7.4906,5.1804,0.8387,10.7671,121.9011,3.6303
Hanjaya Mandala Sampoerna Tbk PT,03/31/2009,PEFIN,AAA,Consumer Staples,Agriculture,HMSP IJ Equity," 16,134 "," 8,050 "," 2,166 "," 34,680 "," 6,629 "," 3,895 "," 4,745 "," 3,550 ",0.0827,1.4443,0.0653,26.9052,0.3268,31.797,28.7922,19.1131,11.2319,48.3542,24.4876,2.1802,44.9947,107.8238,2.9775
Hanjaya Mandala Sampoerna Tbk PT,12/02/2002,PEFIN,AA,Consumer Staples,Agriculture,HMSP IJ Equity," 9,471 "," 4,391 "," 3,239 "," 14,067 "," 2,851 ", 955 , 496 , 225 ,0.4149,2.5297,0.3333,73.7599,1.1361,6.5166,28.953,20.266,6.7921,23.9349,10.6184,1.5633,21.7028,71.8471,2.1218
Hanjaya Mandala Sampoerna Tbk PT,11/06/2001,PEFIN,AA,Consumer Staples,Agriculture,HMSP IJ Equity," 8,525 "," 4,032 "," 2,709 "," 10,029 "," 2,207 "," 1,014 ", 648 , 384 ,0.5044,2.6366,0.418,67.2019,1.2277,7.1055,30.8805,22.0031,10.1092,29.3068,13.5029,1.3357,20.7166,72.8383,2.1772
